scheduled_dep_time,distance,weather_delay,dep_hour,dep_minute,carrier,carrier_encoded
427,2946,0.6699175863636913,4,27,AA,0
1871,894,0.6818964192107011,18,71,AA,0
874,2551,0.0604332754521865,8,74,AA,0
516,2189,19.41315927833715,5,16,AA,0
2160,2908,35.50902966052266,21,60,AA,0
2334,471,8.974530029572367,23,34,AA,0
1591,2991,1.870011854570949,15,91,AA,0
618,1123,7.72784512523126,6,18,AA,0
303,1875,1.7527641554451434,3,3,AA,0
109,2717,5.189672538329083,1,9,AA,0
494,1949,1.2670355154824586,4,94,AA,0
873,600,1.6982051984711477,8,73,AA,0
297,851,1.4136852843645258,2,97,AA,0
593,2148,4.774649908095064,5,93,AA,0
491,612,5.691874548773981,4,91,AA,0
2209,317,5.856309992440184,22,9,AA,0
190,804,22.06920039724073,1,90,AA,0
1044,2057,6.757874436694625,10,44,AA,0
547,2736,8.707784819482061,5,47,AA,0
233,620,0.7545902128342176,2,33,AA,0
210,1237,3.506918765143162,2,10,AA,0
1007,715,0.0964698121212873,10,7,AA,0
2156,2148,2.507214948238101,21,56,AA,0
1532,1150,5.304425808467798,15,32,AA,0
2339,1836,4.337368022737827,23,39,AA,0
424,2980,2.1363748130336404,4,24,AA,0
2135,1955,6.068165505573412,21,35,AA,0
1689,2113,2.806981866342489,16,89,AA,0
2273,1917,3.1732850913381987,22,73,AA,0
1178,1056,5.851241766071418,11,78,AA,0
731,1641,1.4450913627395476,7,31,AA,0
1609,1822,4.52686323986573,16,9,AA,0
1058,432,6.897983013796157,10,58,AA,0
1377,2336,2.556823775782116,13,77,AA,0
1636,825,1.8402888798355923,16,36,AA,0
499,1505,2.555476768909285,4,99,AA,0
418,2566,23.47290077116464,4,18,AA,0
612,2848,1.5578983079937094,6,12,AA,0
2384,1607,1.100393212203318,23,84,AA,0
700,1536,0.284054257491847,7,0,AA,0
2106,2076,6.887221763543491,21,6,AA,0
773,872,1.006178370191335,7,73,AA,0
246,791,1.7040905249887472,2,46,AA,0
2244,1298,19.59916528142694,22,44,AA,0
53,2712,8.21153166313898,0,53,AA,0
358,546,8.67209342595437,3,58,AA,0
300,1921,1.595958132676233,3,0,AA,0
1414,2499,13.368405288348836,14,14,AA,0
37,958,5.249775658222563,0,37,AA,0
2084,2316,3.3244049431360354,20,84,AA,0
965,1841,4.763593854854661,9,65,AA,0
2290,2962,4.724678030691455,22,90,AA,0
1535,355,2.2176871465565635,15,35,AA,0
2308,1469,1.3826709975668918,23,8,AA,0
1793,2895,1.8350025575337745,17,93,AA,0
1623,892,13.635738192652964,16,23,AA,0
2289,2075,10.304941942392029,22,89,AA,0
1934,1567,2.8345312249782846,19,34,AA,0
2049,1614,1.2572159121987023,20,49,AA,0
1075,2973,6.78303520153713,10,75,AA,0
744,1955,4.285031269680034,7,44,AA,0
1299,2919,2.126920220291116,12,99,AA,0
1583,1859,0.7841863671225957,15,83,AA,0
246,2037,2.99622005897524,2,46,AA,0
366,1593,25.998599033456685,3,66,AA,0
442,2941,7.091990366654106,4,42,AA,0
132,377,18.6365269437636,1,32,AA,0
1731,982,2.947397776472323,17,31,AA,0
178,2801,3.675823903019249,1,78,AA,0
1573,2119,12.993646755661471,15,73,AA,0
1567,573,10.208238635266458,15,67,AA,0
348,2494,1.5577820074046649,3,48,AA,0
1932,1783,19.1626523651558,19,32,AA,0
1540,671,5.607962709724822,15,40,AA,0
286,1150,3.4647400186773485,2,86,AA,0
1891,2552,0.483387656983514,18,91,AA,0
827,1365,11.5037049378554,8,27,AA,0
972,2456,2.047135438527881,9,72,AA,0
1580,248,8.987299249438168,15,80,AA,0
2184,1379,8.58697221839867,21,84,AA,0
167,375,2.090905302456594,1,67,AA,0
551,371,7.823655765465144,5,51,AA,0
850,1856,2.3472859260009566,8,50,AA,0
750,1227,5.465527731161406,7,50,AA,0
500,2685,8.734079950528654,5,0,AA,0
997,1836,3.1606748477779787,9,97,AA,0
863,2449,8.83380553527604,8,63,AA,0
613,1434,1.0165838833194032,6,13,AA,0
1191,988,11.784112377855273,11,91,AA,0
1681,2770,0.8222104716602903,16,81,AA,0
1886,2015,0.7193307113290035,18,86,AA,0
2213,2067,4.124671624570854,22,13,AA,0
155,2705,13.499479110987236,1,55,AA,0
558,752,3.535899805141808,5,58,AA,0
1530,1509,9.392589936316943,15,30,AA,0
718,722,2.7441467965382094,7,18,AA,0
1153,725,36.47449349867137,11,53,AA,0
1928,2129,0.6545569887123921,19,28,AA,0
2033,726,4.682686878479919,20,33,AA,0
1297,370,0.2974561890386279,12,97,AA,0
475,1605,8.948244931983627,4,75,AA,0
981,2749,0.878778028376797,9,81,AA,0
341,1149,0.9810691920747812,3,41,AA,0
80,506,1.5061923961497825,0,80,AA,0
211,869,1.4521284481145216,2,11,AA,0
101,2090,5.250942451091029,1,1,AA,0
1648,680,6.229537826652209,16,48,AA,0
1898,935,9.51487326779606,18,98,AA,0
46,2284,0.4319280674505541,0,46,AA,0
619,885,3.034844958820874,6,19,AA,0
349,800,1.1476626094091515,3,49,AA,0
17,2137,9.07466624885579,0,17,AA,0
973,533,1.800354888539789,9,73,AA,0
292,1265,3.06377029554606,2,92,AA,0
534,2668,0.0031002788279108,5,34,AA,0
877,289,2.7544319385015448,8,77,AA,0
195,2016,2.1605518481891988,1,95,AA,0
268,1068,1.834125517224645,2,68,AA,0
887,282,1.7523145969935063,8,87,AA,0
1628,235,2.3740014506212246,16,28,AA,0
1420,2231,7.221202791111597,14,20,AA,0
2014,1459,2.026331642850697,20,14,AA,0
381,2463,10.185204493644118,3,81,AA,0
432,1411,2.0804683717087213,4,32,AA,0
186,1744,6.946233760150303,1,86,AA,0
2257,1282,6.29341705497294,22,57,AA,0
1791,1150,9.1492415550547,17,91,AA,0
74,1975,0.9008514482855402,0,74,AA,0
1834,517,1.3505481921252818,18,34,AA,0
860,2693,1.3559673671626928,8,60,AA,0
1531,2613,0.92638816172671,15,31,AA,0
305,1210,18.91977973781128,3,5,AA,0
1658,214,1.0734440297230656,16,58,AA,0
114,2612,9.390613450176852,1,14,AA,0
1695,1589,8.25160417437609,16,95,AA,0
1153,364,1.5185868722943543,11,53,AA,0
1577,1199,10.604509691891966,15,77,AA,0
1115,1841,5.769199306442769,11,15,AA,0
415,1753,12.159469129441822,4,15,AA,0
2352,2740,3.106576439112482,23,52,AA,0
1631,1991,5.856857126941257,16,31,AA,0
359,1985,2.9165256969772275,3,59,AA,0
486,931,9.104943228233184,4,86,AA,0
810,2605,0.5205899909071784,8,10,AA,0
98,397,7.311939503144322,0,98,AA,0
1299,735,19.78311617765541,12,99,AA,0
877,1138,0.2747576785987419,8,77,AA,0
345,1274,4.666826658842337,3,45,AA,0
1517,1688,0.1904431163337408,15,17,AA,0
163,2282,6.014113824857132,1,63,AA,0
1607,1499,5.846399480418389,16,7,AA,0
1346,2603,2.6496553906359988,13,46,AA,0
1430,1286,2.255310917853377,14,30,AA,0
924,1482,3.5186486223963915,9,24,AA,0
1698,626,2.975962305064603,16,98,AA,0
1936,2135,9.607296676245916,19,36,AA,0
681,1839,5.182706470201673,6,81,AA,0
1556,868,0.9751647133880166,15,56,AA,0
1136,637,2.075945239231892,11,36,AA,0
124,1364,0.6018008851581202,1,24,AA,0
1845,202,1.707099215143116,18,45,AA,0
329,2444,6.55996783238206,3,29,AA,0
889,246,13.443402017062718,8,89,AA,0
2133,2432,15.174685281022716,21,33,AA,0
988,219,7.017358165901496,9,88,AA,0
1742,2043,6.703252893927003,17,42,AA,0
7,836,2.596128464592491,0,7,AA,0
1930,761,1.271704936530156,19,30,AA,0
29,710,1.8227759934911625,0,29,AA,0
1070,390,0.1435220549291618,10,70,AA,0
817,2774,6.776923799407822,8,17,AA,0
2117,1175,11.24375219445486,21,17,AA,0
2185,2659,10.58493947109353,21,85,AA,0
901,2728,0.7236135254244311,9,1,AA,0
985,2897,6.006809750834753,9,85,AA,0
2351,2246,5.973061663170379,23,51,AA,0
1711,1584,7.685270511127866,17,11,AA,0
23,2075,3.459056595846457,0,23,AA,0
1152,2552,0.6982549350241131,11,52,AA,0
1994,1247,8.299426363790399,19,94,AA,0
590,1643,7.178472354897803,5,90,AA,0
2275,2503,11.481201935240948,22,75,AA,0
1730,1135,3.207693766116213,17,30,AA,0
845,595,3.970056196587989,8,45,AA,0
1967,1580,11.587039851335485,19,67,AA,0
1951,2066,3.8294124052283385,19,51,AA,0
516,2365,0.8217788397853396,5,16,AA,0
73,1259,0.2263570715802105,0,73,AA,0
869,1407,1.260006076943292,8,69,AA,0
2347,2359,6.659388559648268,23,47,AA,0
1701,1725,5.9811435089889535,17,1,AA,0
1813,2951,2.35276081148438,18,13,AA,0
1554,1917,3.736995809200625,15,54,AA,0
1771,2290,0.3059419083453332,17,71,AA,0
280,294,3.1486680701471847,2,80,AA,0
1385,1951,4.907151603926575,13,85,AA,0
279,2660,6.437109489455695,2,79,AA,0
826,1037,4.843335783003979,8,26,AA,0
1226,781,7.609376818990277,12,26,AA,0
1713,834,3.0595294258096404,17,13,AA,0
85,2759,4.7395877699693205,0,85,AA,0
1819,1502,11.360703417187818,18,19,AA,0
459,2460,2.4672580586442696,4,59,AA,0
54,945,13.918301612597784,0,54,AA,0
2198,1450,5.202134840535003,21,98,AA,0
582,1750,3.965985679401242,5,82,AA,0
2136,1320,0.4788314131473343,21,36,AA,0
180,1989,14.880131413572888,1,80,AA,0
1841,440,6.833904521451146,18,41,AA,0
366,201,1.6018228185512238,3,66,AA,0
2364,1602,4.371824085546213,23,64,AA,0
10,2545,1.5812235906450287,0,10,AA,0
1811,2881,12.436632506574412,18,11,AA,0
973,1310,0.1820048237404271,9,73,AA,0
1176,1034,3.51498600010026,11,76,AA,0
971,1859,4.23634336912839,9,71,AA,0
1124,1251,2.4596772623637926,11,24,AA,0
1381,2023,5.303056785168026,13,81,AA,0
2395,472,3.4444610069644144,23,95,AA,0
1825,1890,3.882607649122622,18,25,AA,0
402,2063,6.519411734359534,4,2,AA,0
2004,1860,0.2579250739267094,20,4,AA,0
496,2234,0.7312428527868765,4,96,AA,0
72,617,1.8375477817340835,0,72,AA,0
487,1185,4.507451051798682,4,87,AA,0
480,1935,1.210815368836064,4,80,AA,0
2037,1914,6.504891177253741,20,37,AA,0
1491,924,5.843325624464346,14,91,AA,0
12,1591,7.0536106102295415,0,12,AA,0
437,836,10.166105248359736,4,37,AA,0
1359,1376,5.87125401103556,13,59,AA,0
238,2009,12.788452870348864,2,38,AA,0
1916,2211,2.56282538232317,19,16,AA,0
1986,2746,2.696011960833128,19,86,AA,0
376,812,6.101679102673176,3,76,AA,0
1800,1229,13.813984011936922,18,0,AA,0
2367,2377,2.81367281896643,23,67,AA,0
1711,1329,0.0907714939926954,17,11,AA,0
2136,1369,0.5718586630857257,21,36,AA,0
1855,2726,9.333422966861685,18,55,AA,0
90,2752,0.070938582732547,0,90,AA,0
1244,214,1.3306275162753387,12,44,AA,0
1304,627,3.3536939874852805,13,4,AA,0
846,1247,3.276742624280293,8,46,AA,0
311,2139,5.452621773344256,3,11,AA,0
1947,1153,1.610260957373786,19,47,AA,0
1674,998,0.3205522136833417,16,74,AA,0
1610,2854,2.0694295030186,16,10,AA,0
1162,2582,1.3559199849427894,11,62,AA,0
1318,679,6.561632803070613,13,18,AA,0
1798,650,0.3159881683037562,17,98,AA,0
1274,829,2.990403942458824,12,74,AA,0
353,2138,5.308216713694346,3,53,AA,0
216,2480,0.6420294718013584,2,16,AA,0
2092,2980,13.424722148687092,20,92,AA,0
2094,922,2.831935994641006,20,94,AA,0
2122,1311,4.1600858592674514,21,22,AA,0
866,1808,3.7088375013888255,8,66,AA,0
210,2910,0.4115029388457613,2,10,AA,0
1355,1080,0.8186752049723832,13,55,AA,0
903,1208,0.6762140357654798,9,3,AA,0
997,2241,10.457747702828692,9,97,AA,0
1517,668,5.236509142455963,15,17,AA,0
282,914,2.3389312683500334,2,82,AA,0
1586,2837,4.9296142778052525,15,86,AA,0
2186,1707,0.150470408871845,21,86,AA,0
2190,1191,7.4168274896583855,21,90,AA,0
935,246,11.582218982485308,9,35,AA,0
1591,2826,11.789334007846987,15,91,AA,0
1810,655,0.2746236297507192,18,10,AA,0
300,1614,3.170041748109606,3,0,AA,0
666,2381,1.7896834807590765,6,66,AA,0
1033,629,1.0255162794669537,10,33,AA,0
225,427,1.4050372614221454,2,25,AA,0
1679,891,2.152021011834629,16,79,AA,0
112,2833,5.166345380787551,1,12,AA,0
498,2039,5.359490814843948,4,98,AA,0
528,806,4.395669488156138,5,28,AA,0
1198,2631,3.5259309623801727,11,98,AA,0
2265,2515,4.571848608774304,22,65,AA,0
1687,2670,1.117506033684574,16,87,AA,0
276,269,6.331599485600274,2,76,AA,0
441,1106,2.0066006586242784,4,41,AA,0
1294,1504,8.79289149564578,12,94,AA,0
1949,1472,0.7779447006951118,19,49,AA,0
1058,1200,0.4567101202572179,10,58,AA,0
966,832,5.796920180023348,9,66,AA,0
588,1225,1.203999522098564,5,88,AA,0
686,2133,4.265623169699666,6,86,AA,0
1441,2354,2.279051589476819,14,41,AA,0
1431,2342,1.8450028545619923,14,31,AA,0
681,2304,4.46480201644717,6,81,AA,0
13,220,0.9045536823074916,0,13,AA,0
1620,2984,18.20161938336216,16,20,AA,0
2336,1119,1.544389091938723,23,36,AA,0
1231,945,0.5255136979971605,12,31,AA,0
882,2092,0.0677931947027436,8,82,AA,0
443,2392,3.2234393675241737,4,43,AA,0
1168,860,4.339354537077308,11,68,AA,0
1144,1256,1.2428876561215492,11,44,AA,0
603,2619,2.935072062208155,6,3,AA,0
412,2618,1.505032069038306,4,12,AA,0
1088,1954,1.7715371171725516,10,88,AA,0
1055,1267,0.2319302764916239,10,55,AA,0
14,1623,6.501582827607408,0,14,AA,0
540,1632,6.618429139465164,5,40,AA,0
26,2543,6.428047758251431,0,26,AA,0
1949,2994,25.329305542391523,19,49,AA,0
2153,2423,0.9680345724121364,21,53,AA,0
1214,2477,3.268817678532673,12,14,AA,0
1242,2413,6.389209006647024,12,42,AA,0
793,1047,6.909120148949865,7,93,AA,0
235,732,0.6137547981861682,2,35,AA,0
1169,412,1.610735689149708,11,69,AA,0
610,2109,8.75842010292208,6,10,AA,0
1775,2190,4.207152745198203,17,75,AA,0
1962,877,0.3634097497155614,19,62,AA,0
1387,209,4.613794604938878,13,87,AA,0
1538,794,2.281235313195475,15,38,AA,0
59,898,11.651395794740797,0,59,AA,0
1377,1396,0.3282563844127745,13,77,AA,0
602,2314,3.407452785813026,6,2,AA,0
2100,844,4.304766609252847,21,0,AA,0
1041,2627,32.91359291270679,10,41,AA,0
1533,1917,5.552010011730055,15,33,AA,0
271,1596,6.136959083995927,2,71,AA,0
1688,818,3.1453100470804096,16,88,AA,0
966,875,1.4900300145336296,9,66,AA,0
1071,1872,10.702555051779786,10,71,AA,0
754,1193,2.6751080816755146,7,54,AA,0
2293,1069,0.0948154734411178,22,93,AA,0
761,2044,4.549179732199093,7,61,AA,0
240,1689,1.7675937372657975,2,40,AA,0
955,537,3.6947137488263286,9,55,AA,0
1210,415,3.800662278827765,12,10,AA,0
537,671,1.0248599511167908,5,37,AA,0
1959,489,5.051114598592705,19,59,AA,0
2070,1588,1.797828239098335,20,70,AA,0
1958,1352,1.8910613411664887,19,58,AA,0
885,656,5.723644801576801,8,85,AA,0
864,1786,21.189175092489847,8,64,AA,0
883,2189,16.615686200459614,8,83,AA,0
401,1709,2.000468070922001,4,1,AA,0
1428,1869,0.387060977454351,14,28,AA,0
2124,1563,0.3221428892544217,21,24,AA,0
2216,2883,0.3902052096624908,22,16,AA,0
326,2644,6.801952596043478,3,26,AA,0
1994,2877,5.566991572008083,19,94,AA,0
768,2211,4.091758414119402,7,68,AA,0
982,2778,3.6006654326608585,9,82,AA,0
1730,713,0.1918998293465867,17,30,AA,0
2125,674,1.1386294213216752,21,25,AA,0
1157,2554,4.842753623356492,11,57,AA,0
2039,211,5.381581419785167,20,39,AA,0
1773,1778,17.071350929846624,17,73,AA,0
1032,2524,1.3591654632056869,10,32,AA,0
2298,1144,0.3379148069731074,22,98,AA,0
335,2476,9.778444732825712,3,35,AA,0
65,250,1.7078393838091095,0,65,AA,0
673,2987,3.117471470617057,6,73,AA,0
1876,554,0.462235035490947,18,76,AA,0
1911,1242,0.8380534054811215,19,11,AA,0
2000,2854,7.995141715453381,20,0,AA,0
1358,2670,13.64718354263638,13,58,AA,0
2217,1672,11.906365964717285,22,17,AA,0
352,1771,0.5745769411525863,3,52,AA,0
670,2829,1.2308074500363075,6,70,AA,0
873,1255,20.315136349813365,8,73,AA,0
575,851,3.383806427919749,5,75,AA,0
808,986,2.4124790790620025,8,8,AA,0
2104,2396,0.4929730777282806,21,4,AA,0
1923,1865,1.4266690967136595,19,23,AA,0
921,454,6.871741101714815,9,21,AA,0
1001,1133,0.8947829399414481,10,1,AA,0
1044,2090,16.564141080596727,10,44,AA,0
1181,1600,5.274446549659773,11,81,AA,0
588,578,0.4366330101351949,5,88,AA,0
365,1386,8.504446882725233,3,65,AA,0
219,1314,3.996648738221149,2,19,AA,0
1568,679,7.453469894721858,15,68,AA,0
1388,1702,3.567429563116632,13,88,AA,0
29,1203,1.2267849132079187,0,29,AA,0
1485,1376,2.408986806449684,14,85,AA,0
1808,536,0.5417790964147008,18,8,AA,0
428,1054,0.9925714680627304,4,28,AA,0
199,1445,1.279360737824974,1,99,AA,0
1438,1551,6.1527884644230895,14,38,AA,0
2170,1471,1.9981581788390783,21,70,AA,0
922,213,1.5442831008636215,9,22,AA,0
1058,1126,2.264725580821623,10,58,AA,0
1715,2169,1.0790132154759522,17,15,AA,0
665,2155,2.3786913529485845,6,65,AA,0
733,941,1.9490940041638327,7,33,AA,0
623,1064,3.0724064541901823,6,23,AA,0
1972,540,13.643816077494575,19,72,AA,0
1083,494,3.541462220219993,10,83,AA,0
1562,1610,8.818727724030985,15,62,AA,0
2104,1443,1.5858501562523937,21,4,AA,0
2391,340,0.2895229690767115,23,91,AA,0
1064,2270,2.4377038065295227,10,64,AA,0
238,1190,2.21575643229177,2,38,AA,0
785,1076,8.276307165181716,7,85,AA,0
1995,1598,5.620905880263183,19,95,AA,0
2096,2627,1.5588025335341549,20,96,AA,0
2151,2649,9.01441897889224,21,51,AA,0
106,1394,10.756446804040444,1,6,AA,0
386,2751,2.4203718546522817,3,86,AA,0
1100,1872,1.3780169853211568,11,0,AA,0
1585,492,1.7298975691527367,15,85,AA,0
2008,2380,12.211125653804888,20,8,AA,0
2264,2948,0.2761968546209243,22,64,AA,0
2154,2331,2.7906238679055875,21,54,AA,0
1425,542,1.0252010248195134,14,25,AA,0
410,2804,4.835836709323826,4,10,AA,0
1885,1291,2.131749983649241,18,85,AA,0
2266,2453,0.8157502433232613,22,66,AA,0
863,2083,4.547864499401005,8,63,AA,0
150,896,4.636134208055386,1,50,AA,0
1498,2842,6.151437827058368,14,98,AA,0
1685,2403,2.3220613676371498,16,85,AA,0
1730,1850,5.63479935119437,17,30,AA,0
2397,2993,11.854911945791338,23,97,AA,0
563,1602,0.4362987134702373,5,63,AA,0
462,1987,3.449698227865647,4,62,AA,0
1212,466,12.041417642526117,12,12,AA,0
494,2226,0.7555997993881667,4,94,AA,0
1894,2579,11.75700626726912,18,94,AA,0
451,1438,2.465781160413312,4,51,AA,0
2090,825,1.5960166289942923,20,90,AA,0
102,701,2.5381643864044507,1,2,AA,0
2065,2064,8.130100678070907,20,65,AA,0
490,2108,19.51301563232441,4,90,AA,0
2052,717,23.756031453761352,20,52,AA,0
587,1979,4.184162303572471,5,87,AA,0
1440,1091,5.362037999937721,14,40,AA,0
708,2784,24.05869744083025,7,8,AA,0
759,1986,1.0768407828205553,7,59,AA,0
1559,545,0.013933121793192,15,59,AA,0
1517,1987,0.7965398498155075,15,17,AA,0
320,2992,5.1801630938937295,3,20,AA,0
2379,2786,2.6083187191518387,23,79,AA,0
1740,2866,4.736449042757752,17,40,AA,0
77,557,1.4124163329512545,0,77,AA,0
2311,1250,13.403966299405369,23,11,AA,0
1232,2388,1.2224240386219685,12,32,AA,0
692,2547,1.2511115991356234,6,92,AA,0
2009,1595,6.001377892048567,20,9,AA,0
565,1173,3.1730521642483343,5,65,AA,0
1891,2074,0.0716608612442067,18,91,AA,0
886,634,2.21748732078116,8,86,AA,0
1980,1821,8.667250331407992,19,80,AA,0
781,1895,2.347376879318108,7,81,AA,0
1906,491,1.9045863790828823,19,6,AA,0
1472,2880,3.902312043801824,14,72,AA,0
2121,2787,5.75566486543956,21,21,AA,0
1460,617,1.3427117484509372,14,60,AA,0
1340,2137,10.873249773860428,13,40,AA,0
610,2542,1.6068225525644335,6,10,AA,0
2273,481,3.9753408286594776,22,73,AA,0
1290,2468,8.048379961500919,12,90,AA,0
649,2855,18.274831442322576,6,49,AA,0
2287,751,5.294342342446827,22,87,AA,0
531,2982,7.768717406351241,5,31,AA,0
1415,1382,9.561741988391878,14,15,AA,0
995,2695,2.027579441178334,9,95,AA,0
1792,828,3.7846417416244216,17,92,AA,0
113,2891,1.135911979544306,1,13,AA,0
496,2110,5.193087287599495,4,96,AA,0
1903,2398,6.364495845536605,19,3,AA,0
1723,2879,7.794984407812348,17,23,AA,0
1510,268,5.491502106020988,15,10,AA,0
1247,2251,12.880911533109389,12,47,AA,0
2125,2719,4.756917913294133,21,25,AA,0
728,2686,15.460392914374898,7,28,AA,0
1661,1325,3.68776712028034,16,61,AA,0
1709,2791,7.587513446469607,17,9,AA,0
871,1338,12.811819759187548,8,71,AA,0
1143,1902,11.369653758300952,11,43,AA,0
1885,1901,16.486304032940073,18,85,AA,0
2246,1890,3.759460836761456,22,46,AA,0
2329,547,4.802182214218355,23,29,AA,0
1023,2728,1.5702120808999422,10,23,AA,0
921,1169,2.1231009976277586,9,21,AA,0
2270,267,4.615179627298383,22,70,AA,0
657,1465,1.8081265730002725,6,57,AA,0
1372,1322,5.749726681631609,13,72,AA,0
989,764,4.282550443658473,9,89,AA,0
597,2410,9.62074354232849,5,97,AA,0
2006,595,2.5287931819017824,20,6,AA,0
1782,354,6.513205432915853,17,82,AA,0
575,2126,0.0467486860625069,5,75,AA,0
242,1602,2.445651183084057,2,42,AA,0
202,253,25.04726466293728,2,2,AA,0
1611,349,0.5673193151493939,16,11,AA,0
76,2493,5.6654100318418354,0,76,AA,0
699,2698,23.00252035200842,6,99,AA,0
221,399,9.548963110830348,2,21,AA,0
494,2718,4.857094568281111,4,94,AA,0
2089,1153,1.6922962648117004,20,89,AA,0
827,1073,5.596157733409992,8,27,AA,0
1088,2487,1.510405375048022,10,88,AA,0
285,765,9.589445457287445,2,85,AA,0
363,1008,0.97857562974618,3,63,AA,0
1376,553,1.840428598777773,13,76,AA,0
1299,497,7.178007818812052,12,99,AA,0
727,2557,12.362656519727809,7,27,AA,0
531,1098,0.1371223187698494,5,31,AA,0
1102,2417,3.3330363376849137,11,2,AA,0
5,1838,3.201826020187983,0,5,AA,0
302,967,2.226330725490832,3,2,AA,0
212,1934,5.558242256058732,2,12,AA,0
507,2101,15.769499065862108,5,7,AA,0
109,2069,0.1031422514641729,1,9,AA,0
114,2103,0.4883044983256284,1,14,AA,0
674,1353,6.280478647122155,6,74,AA,0
405,476,1.752303500274054,4,5,AA,0
1897,1205,0.8983655352889387,18,97,AA,0
1961,2778,2.3706622993703013,19,61,AA,0
81,2552,26.681068524858425,0,81,AA,0
645,1891,1.1946777337071688,6,45,AA,0
241,338,5.598276441018406,2,41,AA,0
1634,1480,11.405113044050756,16,34,AA,0
1141,800,14.176448782719788,11,41,AA,0
1833,1773,1.7373120394911208,18,33,AA,0
870,2259,4.594150293475122,8,70,AA,0
329,1042,15.20059638855708,3,29,AA,0
1055,2918,9.531774420032312,10,55,AA,0
52,961,0.1787295984346112,0,52,AA,0
1285,1061,1.4521751337125264,12,85,AA,0
483,1729,3.4959313673886205,4,83,AA,0
1662,2419,8.508753866280086,16,62,AA,0
1101,2853,14.32091939987593,11,1,AA,0
207,348,3.734089518140158,2,7,AA,0
632,2411,5.460324041502753,6,32,AA,0
83,1285,0.4701096122713012,0,83,AA,0
1215,438,0.7858453904795736,12,15,AA,0
144,884,3.8850556066234345,1,44,AA,0
150,1651,0.7846572281204114,1,50,AA,0
161,492,3.134826865294688,1,61,AA,0
2128,470,3.072352184788392,21,28,AA,0
2269,268,0.4690048316395864,22,69,AA,0
29,2358,2.329595213954112,0,29,AA,0
361,1439,3.2856782513406,3,61,AA,0
1741,1665,0.9046842264043746,17,41,AA,0
1824,251,1.1563666840391802,18,24,AA,0
554,2818,2.053540572488808,5,54,AA,0
2132,677,3.215046371751671,21,32,AA,0
2110,1540,1.6183073551660794,21,10,AA,0
315,772,3.2678937561199266,3,15,AA,0
1890,2410,9.053503680076036,18,90,AA,0
323,1197,4.278882733199119,3,23,AA,0
1410,1565,14.410996534033274,14,10,AA,0
1606,1471,1.7162394214376884,16,6,AA,0
2342,976,1.475114535568406,23,42,AA,0
1058,505,3.9017028040855712,10,58,AA,0
1947,1993,0.6827346147327472,19,47,AA,0
1219,1461,5.094894611028494,12,19,AA,0
1248,1925,9.319852079811646,12,48,AA,0
371,1644,0.0965737646996919,3,71,AA,0
1750,1952,1.4503362502664503,17,50,AA,0
493,1607,6.81389241249793,4,93,AA,0
1183,1584,0.4119816593373296,11,83,AA,0
1850,2156,0.3110591196315803,18,50,AA,0
2340,2359,9.234972833075446,23,40,AA,0
529,2479,1.1318987784751091,5,29,AA,0
258,1620,21.77446352603945,2,58,AA,0
1560,507,2.477266000031833,15,60,AA,0
21,1883,19.670155181359693,0,21,AA,0
2260,1583,4.2607757382399,22,60,AA,0
1094,248,1.2167885116690509,10,94,AA,0
2306,1922,2.645538855879901,23,6,AA,0
661,1369,1.1397355528188835,6,61,AA,0
1677,1530,2.3576254669745818,16,77,AA,0
1541,1865,0.207473232500096,15,41,AA,0
608,883,1.8795831969472976,6,8,AA,0
53,1669,3.4324352210502966,0,53,AA,0
1735,2989,0.0034629042543741,17,35,AA,0
742,2212,0.8102361714659189,7,42,AA,0
1871,2127,14.221191873366726,18,71,AA,0
475,2770,1.659100033006404,4,75,AA,0
1225,621,1.4780527339673837,12,25,AA,0
1939,1372,3.861987974225236,19,39,AA,0
49,516,1.5351193486810777,0,49,AA,0
433,1942,0.2397792589455791,4,33,AA,0
597,1890,2.570578689755984,5,97,AA,0
485,833,0.1510780928177183,4,85,AA,0
1186,1762,12.044344616191536,11,86,AA,0
2190,2867,3.89880975521724,21,90,AA,0
1044,1916,6.079462980172586,10,44,AA,0
509,2275,3.958521076225528,5,9,AA,0
1239,2246,21.911353888717624,12,39,AA,0
680,357,0.328981877756815,6,80,AA,0
529,2571,6.285837025413511,5,29,AA,0
1000,663,4.7996453740267295,10,0,AA,0
716,723,7.901497782397499,7,16,AA,0
1403,1031,11.02919868319491,14,3,AA,0
431,2900,0.9576608220646986,4,31,AA,0
264,2277,11.371645779360367,2,64,AA,0
2064,1331,2.001518108698064,20,64,AA,0
2063,226,0.1219820270395859,20,63,AA,0
696,480,10.769936962326057,6,96,AA,0
1053,2020,5.302985111482403,10,53,AA,0
1953,833,5.377756873022916,19,53,AA,0
783,2753,0.1494647402582476,7,83,AA,0
673,2473,4.032028456270462,6,73,AA,0
1175,274,10.714509436900492,11,75,AA,0
488,366,0.8653194190057365,4,88,AA,0
2198,1826,7.479046115474102,21,98,AA,0
959,2070,0.5306798539946986,9,59,AA,0
1297,1287,1.009591371916172,12,97,AA,0
337,1847,4.954696382780247,3,37,AA,0
815,2472,2.89434408913227,8,15,AA,0
781,451,0.0267974961236691,7,81,AA,0
2014,1793,4.561042848749004,20,14,AA,0
381,269,5.704889667273694,3,81,AA,0
1554,1469,5.444603096382908,15,54,AA,0
